Date,High,Low,Closing,Value Traded,No. of Trans,No. of Shares
25/09/2013,0.62,0.6,0.62,246,4,400
24/09/2013,0.62,0.61,0.62,519,4,850
23/09/2013,0.6,0.6,0.6,120,1,200
22/09/2013,0.6,0.59,0.59,3111,17,5230
19/09/2013,0.62,0.6,0.61,2854,15,4730
18/09/2013,0.61,0.58,0.6,2036,7,3459
17/09/2013,0.61,0.59,0.61,2532,15,4250
16/09/2013,0.62,0.6,0.6,56746,31,94500
15/09/2013,0.63,0.62,0.63,313,4,500
12/09/2013,0.65,0.62,0.62,54344,24,87387
10/09/2013,0.65,0.65,0.65,1659,4,2553
09/09/2013,0.66,0.66,0.66,15774,10,23900
08/09/2013,0.69,0.69,0.69,8366,8,12124
15/08/2013,0.72,0.71,0.72,534,4,747
05/08/2013,0.71,0.71,0.71,320,8,450
22/07/2013,0.7,0.69,0.69,1073,9,1550
21/07/2013,0.7,0.7,0.7,280,2,400
14/07/2013,0.71,0.7,0.71,148,2,209
11/07/2013,0.72,0.7,0.7,620,6,880
09/07/2013,0.7,0.7,0.7,3640,8,5200
08/07/2013,0.72,0.71,0.71,2117,12,2977
07/07/2013,0.74,0.74,0.74,74,1,100
27/06/2013,0.77,0.77,0.77,77,1,100
23/06/2013,0.74,0.74,0.74,1231,8,1663
16/06/2013,0.76,0.76,0.76,94,2,124
12/06/2013,0.78,0.76,0.78,38078,2,50100
10/06/2013,0.76,0.75,0.76,753,3,1000
04/06/2013,0.78,0.78,0.78,234,2,300
03/06/2013,0.78,0.78,0.78,39,1,50
30/05/2013,0.79,0.74,0.79,3957,16,5099
29/05/2013,0.77,0.76,0.77,534,3,700
28/05/2013,0.76,0.76,0.76,152,1,200
26/05/2013,0.73,0.73,0.73,365,4,500
19/05/2013,0.76,0.73,0.76,228,2,310
16/05/2013,0.75,0.75,0.75,150,1,200
15/05/2013,0.73,0.73,0.73,3030,13,4150
14/05/2013,0.77,0.76,0.76,799,2,1050
12/05/2013,0.77,0.76,0.76,3383,9,4445
08/05/2013,0.81,0.8,0.8,12405,3,15500
30/04/2013,0.78,0.78,0.78,152100,1,195000
25/04/2013,0.78,0.78,0.78,546078,4,700100
24/04/2013,0.76,0.75,0.75,9385,6,12500
22/04/2013,0.75,0.75,0.75,11461,6,15281
21/04/2013,0.76,0.76,0.76,1124,1,1479
18/04/2013,0.76,0.76,0.76,3800,1,5000
17/04/2013,0.79,0.78,0.78,2224,3,2840
15/04/2013,0.8,0.8,0.8,240,1,300
14/04/2013,0.8,0.8,0.8,800,1,1000
10/04/2013,0.79,0.79,0.79,4740,3,6000
09/04/2013,0.82,0.8,0.8,5620,9,7000
08/04/2013,0.82,0.8,0.82,2934,7,3632
07/04/2013,0.82,0.8,0.8,95847,48,117325
04/04/2013,0.82,0.81,0.81,1225,3,1500
03/04/2013,0.83,0.83,0.83,1029,10,1240
31/03/2013,0.87,0.82,0.87,3352,10,3900
28/03/2013,0.84,0.84,0.84,1323,4,1575
27/03/2013,0.84,0.84,0.84,29,1,35
26/03/2013,0.84,0.83,0.84,640,3,764
25/03/2013,0.81,0.81,0.81,1149,8,1419
21/03/2013,0.85,0.85,0.85,161,1,189
20/03/2013,0.82,0.81,0.81,1001,2,1222
18/03/2013,0.85,0.85,0.85,34,1,40
17/03/2013,0.85,0.85,0.85,18,1,21
13/03/2013,0.85,0.82,0.82,599,6,715
12/03/2013,0.81,0.81,0.81,331,3,409
11/03/2013,0.82,0.82,0.82,246,1,300
10/03/2013,0.82,0.82,0.82,205,1,250
07/03/2013,0.82,0.82,0.82,820,2,1000
05/03/2013,0.82,0.82,0.82,20032,24,24429
04/03/2013,0.82,0.82,0.82,2108,6,2571
03/03/2013,0.85,0.82,0.85,5507,21,6715
28/02/2013,0.82,0.82,0.82,410,3,500
27/02/2013,0.82,0.82,0.82,574,5,700
26/02/2013,0.85,0.82,0.82,8937,22,10891
25/02/2013,0.88,0.83,0.84,540,6,638
20/02/2013,0.84,0.84,0.84,840,1,1000
19/02/2013,0.85,0.85,0.85,425,1,500
17/02/2013,0.86,0.85,0.85,3106,13,3650
14/02/2013,0.89,0.89,0.89,1335,4,1500
13/02/2013,0.85,0.84,0.85,8721,18,10284
12/02/2013,0.91,0.87,0.87,28757,17,31830
11/02/2013,0.92,0.91,0.91,107379,27,117800
07/02/2013,0.95,0.94,0.95,72694,7,76541
05/02/2013,0.97,0.93,0.97,18697,4,20100
04/02/2013,0.95,0.95,0.95,40904,2,43057
31/01/2013,0.96,0.95,0.96,49948,4,52050
30/01/2013,0.96,0.95,0.95,222610,24,232694
29/01/2013,0.97,0.93,0.97,65314,9,67800
28/01/2013,0.98,0.9,0.94,122555,41,128827
24/01/2013,0.94,0.91,0.94,54715,10,59500
22/01/2013,0.93,0.87,0.9,200603,28,224243
14/01/2013,0.89,0.89,0.89,18,2,20
08/01/2013,0.86,0.86,0.86,516,2,600
07/01/2013,0.88,0.88,0.88,994,3,1130
27/12/2012,0.85,0.85,0.85,221,3,260
20/12/2012,0.89,0.85,0.85,231,3,270
19/12/2012,0.87,0.87,0.87,17,1,20
16/12/2012,0.89,0.89,0.89,4,1,5
11/12/2012,0.89,0.89,0.89,1072,3,1205
10/12/2012,0.89,0.89,0.89,890,2,1000
09/12/2012,0.89,0.86,0.89,242,3,280
05/12/2012,0.9,0.9,0.9,36,1,40
03/12/2012,0.91,0.89,0.9,25186,20,28001
02/12/2012,0.91,0.91,0.91,182,1,200
28/11/2012,0.92,0.92,0.92,478,2,520
26/11/2012,0.92,0.92,0.92,239,1,260
18/11/2012,0.91,0.91,0.91,346,2,380
13/11/2012,0.93,0.91,0.91,5841,9,6325
01/11/2012,0.92,0.9,0.92,1346,6,1493
16/10/2012,0.9,0.9,0.9,18036,4,20040
09/10/2012,0.89,0.89,0.89,53,1,60
08/10/2012,0.93,0.93,0.93,5,1,5
07/10/2012,0.89,0.89,0.89,231,1,260
03/10/2012,0.89,0.89,0.89,267,3,300
02/10/2012,0.9,0.9,0.9,9000,4,10000
30/09/2012,0.89,0.89,0.89,275,2,309
27/09/2012,0.93,0.92,0.93,70471,10,75786
19/09/2012,0.91,0.9,0.91,4510,2,5011
18/09/2012,0.9,0.9,0.9,1044,1,1160
17/09/2012,0.89,0.89,0.89,2225,1,2500
12/09/2012,0.91,0.88,0.91,8845,7,10006
02/09/2012,0.9,0.9,0.9,2770,4,3078
29/08/2012,0.9,0.9,0.9,35052,2,38947
28/08/2012,0.9,0.9,0.9,3599,2,3999
27/08/2012,0.9,0.88,0.9,89,2,101
15/08/2012,0.92,0.87,0.92,236,3,265
14/08/2012,0.9,0.9,0.9,278,1,309
13/08/2012,0.95,0.9,0.9,901,4,1001
12/08/2012,0.93,0.93,0.93,9,1,10
08/08/2012,0.94,0.9,0.9,18995,10,21097
07/08/2012,0.9,0.9,0.9,2475,3,2750
01/08/2012,0.93,0.91,0.93,2630,9,2852
30/07/2012,0.93,0.89,0.89,7287,10,8100
26/07/2012,0.93,0.9,0.93,325,2,359
17/07/2012,0.92,0.92,0.92,23,1,25
11/07/2012,0.95,0.88,0.95,1603,8,1821
10/07/2012,0.94,0.92,0.92,259,3,277
09/07/2012,0.95,0.91,0.95,428,3,470
03/07/2012,0.95,0.89,0.95,27,2,30
02/07/2012,0.93,0.93,0.93,1,1,1
01/07/2012,0.9,0.82,0.9,1139,7,1289
28/06/2012,0.86,0.86,0.86,50,2,58
25/06/2012,0.88,0.82,0.82,312,4,380
20/06/2012,0.85,0.85,0.85,9,1,10
19/06/2012,0.88,0.88,0.88,1320,1,1500
17/06/2012,0.93,0.92,0.92,3655,14,3957
14/06/2012,0.92,0.9,0.92,55,2,61
13/06/2012,0.92,0.9,0.92,361,2,401
11/06/2012,0.92,0.9,0.92,1143,5,1259
07/06/2012,0.93,0.93,0.93,47,1,50
06/06/2012,0.93,0.88,0.93,183,3,205
04/06/2012,0.91,0.89,0.9,9214,13,10260
28/05/2012,0.93,0.9,0.93,235,2,261
23/05/2012,0.94,0.94,0.94,94,1,100
22/05/2012,0.92,0.88,0.92,1394,20,1570
21/05/2012,0.88,0.88,0.88,88,1,100
17/05/2012,0.85,0.85,0.85,85,1,100
16/05/2012,0.9,0.87,0.88,2059,8,2350
15/05/2012,0.91,0.91,0.91,455,1,500
14/05/2012,0.95,0.95,0.95,94,1,99
08/05/2012,0.98,0.93,0.98,1192,3,1270
07/05/2012,1,0.95,0.97,33551,35,34950
06/05/2012,1,0.95,1,387842,26,391947
03/05/2012,0.98,0.96,0.96,4400,2,4500
01/05/2012,0.96,0.95,0.96,5399,9,5624
30/04/2012,0.92,0.9,0.92,4408,4,4800
26/04/2012,0.88,0.87,0.88,23391,9,26600
24/04/2012,0.95,0.91,0.91,278,4,300
23/04/2012,0.95,0.95,0.95,4750,4,5000
22/04/2012,0.99,0.99,0.99,99,2,100
19/04/2012,0.99,0.96,0.99,15892,23,16129
18/04/2012,0.97,0.96,0.96,6194,5,6390
17/04/2012,0.98,0.98,0.98,4939,10,5040
16/04/2012,0.99,0.95,0.98,116564,7,118970
15/04/2012,0.99,0.99,0.99,25245,8,25500
12/04/2012,0.99,0.99,0.99,99,2,100
11/04/2012,0.98,0.95,0.95,12316,8,12600
10/04/2012,0.98,0.97,0.98,243,2,250
09/04/2012,0.98,0.97,0.97,30661,3,31300
08/04/2012,0.98,0.97,0.98,7248,4,7420
05/04/2012,0.98,0.98,0.98,4900,10,5000
04/04/2012,0.98,0.98,0.98,129961,8,132613
03/04/2012,0.97,0.94,0.97,119371,33,123243
02/04/2012,0.93,0.91,0.93,911,2,1001
01/04/2012,0.94,0.92,0.93,8552,8,9220
29/03/2012,0.94,0.92,0.93,4417,5,4760
28/03/2012,0.95,0.92,0.95,3221,4,3501
27/03/2012,0.94,0.92,0.94,57872,9,61600
26/03/2012,0.97,0.93,0.93,26371,15,27940
25/03/2012,0.97,0.96,0.96,34164,19,35400
22/03/2012,0.96,0.93,0.96,82716,48,87283
21/03/2012,0.94,0.92,0.94,986,6,1064
20/03/2012,0.92,0.9,0.9,1697,8,1845
19/03/2012,0.93,0.92,0.92,1232,5,1329
18/03/2012,0.96,0.95,0.96,998,2,1050
15/03/2012,0.96,0.94,0.96,3859,9,4070
14/03/2012,0.94,0.92,0.94,28735,38,30792
13/03/2012,0.91,0.9,0.9,1828,5,2020
12/03/2012,0.93,0.91,0.93,41070,21,44687
11/03/2012,0.91,0.87,0.9,36276,23,40310
06/03/2012,0.92,0.91,0.91,9379,12,10200
05/03/2012,0.89,0.89,0.89,14279,16,16044
04/03/2012,0.85,0.82,0.85,22072,21,26044
01/03/2012,0.81,0.79,0.81,82433,25,101806
28/02/2012,0.78,0.76,0.78,191,4,251
27/02/2012,0.78,0.77,0.77,429,2,550
26/02/2012,0.81,0.8,0.81,441,3,550
23/02/2012,0.81,0.8,0.81,241,2,300
20/02/2012,0.81,0.78,0.81,197,2,252
19/02/2012,0.78,0.78,0.78,39,1,50
16/02/2012,0.78,0.77,0.78,232,6,300
15/02/2012,0.75,0.75,0.75,375,2,500
14/02/2012,0.79,0.77,0.77,2761,16,3550
13/02/2012,0.81,0.78,0.81,781,2,1001
09/02/2012,0.82,0.82,0.82,1,1,1
08/02/2012,0.8,0.79,0.8,1751,5,2200
07/02/2012,0.82,0.81,0.82,568,2,699
06/02/2012,0.81,0.81,0.81,153,1,189
02/02/2012,0.83,0.8,0.83,1302,5,1612
01/02/2012,0.84,0.84,0.84,5426,7,6460
31/01/2012,0.84,0.83,0.84,167,2,200
30/01/2012,0.84,0.84,0.84,84000,1,100000
29/01/2012,0.86,0.85,0.85,643,5,750
26/01/2012,0.85,0.84,0.84,49174,19,58540
25/01/2012,0.82,0.81,0.81,1621,3,1989
24/01/2012,0.82,0.81,0.82,9060,19,11079
23/01/2012,0.79,0.79,0.79,2789,10,3530
22/01/2012,0.76,0.75,0.76,19049,21,25070
19/01/2012,0.73,0.7,0.73,16368,37,22775
18/01/2012,0.72,0.7,0.7,47121,53,67302
17/01/2012,0.7,0.69,0.7,173,3,251
16/01/2012,0.7,0.69,0.7,56,3,81
15/01/2012,0.7,0.69,0.7,49,3,71
10/01/2012,0.7,0.67,0.7,8316,15,11935
09/01/2012,0.69,0.67,0.69,169,4,251
08/01/2012,0.69,0.68,0.69,137,2,201
05/01/2012,0.7,0.68,0.7,296,5,430
04/01/2012,0.69,0.69,0.69,1,1,1
03/01/2012,0.67,0.67,0.67,134,2,200
02/01/2012,0.7,0.7,0.7,3640,7,5200
28/12/2011,0.7,0.7,0.7,1,1,1
27/12/2011,0.7,0.69,0.69,2092,4,3000
26/12/2011,0.69,0.67,0.69,1044,9,1540
15/12/2011,0.7,0.7,0.7,1400,2,2000
12/12/2011,0.7,0.67,0.7,379,3,553
07/12/2011,0.7,0.7,0.7,1014,2,1449
05/12/2011,0.7,0.7,0.7,350,1,500
29/11/2011,0.7,0.68,0.7,68001,3,100001
28/11/2011,0.7,0.69,0.7,69035,2,100050
23/11/2011,0.7,0.7,0.7,1400,1,2000
22/11/2011,0.71,0.7,0.7,193,3,276
21/11/2011,0.7,0.7,0.7,2962,1,4232
16/11/2011,0.72,0.7,0.72,14214,5,20305
15/11/2011,0.7,0.7,0.7,210,1,300
14/11/2011,0.72,0.72,0.72,1,1,1
13/11/2011,0.7,0.7,0.7,70,1,100
03/11/2011,0.72,0.72,0.72,277,1,385
02/11/2011,0.72,0.72,0.72,1,1,1
01/11/2011,0.71,0.7,0.71,18215,11,25950
30/10/2011,0.7,0.67,0.7,3534,3,5051
27/10/2011,0.7,0.7,0.7,350,1,500
26/10/2011,0.72,0.72,0.72,1,1,1
25/10/2011,0.71,0.71,0.71,1633,15,2300
24/10/2011,0.74,0.74,0.74,75,2,101
17/10/2011,0.73,0.73,0.73,7,1,10
06/10/2011,0.71,0.7,0.7,4158,9,5935
05/10/2011,0.73,0.73,0.73,1095,2,1500
29/09/2011,0.76,0.73,0.76,567,6,757
28/09/2011,0.75,0.74,0.74,195,6,260
27/09/2011,0.76,0.74,0.74,1115,9,1500
19/09/2011,0.76,0.76,0.76,152,1,200
13/09/2011,0.79,0.79,0.79,4,1,5
04/09/2011,0.77,0.77,0.77,41,1,53
29/08/2011,0.8,0.8,0.8,80,1,100
23/08/2011,0.79,0.76,0.79,1381,2,1815
18/08/2011,0.76,0.76,0.76,76,1,100
17/08/2011,0.8,0.79,0.8,1800,5,2250
16/08/2011,0.8,0.77,0.8,240,2,310
08/08/2011,0.77,0.77,0.77,200,1,260
04/08/2011,0.79,0.79,0.79,3421,13,4330
01/08/2011,0.76,0.76,0.76,395,3,520
27/07/2011,0.8,0.78,0.8,4340,22,5440
25/07/2011,0.77,0.74,0.77,3057,20,4050
24/07/2011,0.77,0.77,0.77,785,4,1020
21/07/2011,0.77,0.77,0.77,1170,4,1520
20/07/2011,0.77,0.76,0.77,713,4,930
18/07/2011,0.77,0.77,0.77,1001,4,1300
12/07/2011,0.81,0.81,0.81,1458,5,1800
11/07/2011,0.82,0.8,0.81,4856,10,6010
07/07/2011,0.81,0.79,0.81,5200,15,6500
30/06/2011,0.78,0.78,0.78,312,1,400
29/06/2011,0.79,0.76,0.79,1219,5,1600
20/06/2011,0.81,0.8,0.8,4281,3,5350
19/06/2011,0.79,0.78,0.78,2530,5,3218
16/06/2011,0.8,0.8,0.8,760,3,950
15/06/2011,0.81,0.79,0.81,411,2,520
14/06/2011,0.8,0.78,0.8,2652,9,3360
05/06/2011,0.83,0.82,0.82,2014,6,2455
02/06/2011,0.83,0.78,0.83,958,5,1209
31/05/2011,0.82,0.8,0.82,161,2,200
30/05/2011,0.82,0.79,0.82,555,4,700
23/05/2011,0.83,0.83,0.83,415,1,500
19/05/2011,0.83,0.82,0.83,247,2,300
17/05/2011,0.83,0.77,0.82,1296,8,1630
16/05/2011,0.81,0.8,0.81,416,2,520
15/05/2011,0.8,0.8,0.8,264,2,330
12/05/2011,0.78,0.73,0.78,525,4,690
10/05/2011,0.75,0.75,0.75,173,1,230
08/05/2011,0.78,0.78,0.78,8,1,10
04/05/2011,0.76,0.76,0.76,1642,6,2160
03/05/2011,0.8,0.78,0.8,203,2,260
02/05/2011,0.81,0.78,0.78,6992,5,8660
27/04/2011,0.78,0.77,0.78,696,5,895
25/04/2011,0.75,0.75,0.75,750,1,1000
20/04/2011,0.75,0.75,0.75,1676,10,2235
19/04/2011,0.75,0.75,0.75,4,1,5
14/04/2011,0.78,0.74,0.78,8,2,10
13/04/2011,0.75,0.74,0.75,832,6,1120
12/04/2011,0.78,0.77,0.77,424,2,550
07/04/2011,0.77,0.75,0.75,7791,7,10305
06/04/2011,0.78,0.76,0.76,2281,9,2995
04/04/2011,0.78,0.77,0.78,9012,13,11600
31/03/2011,0.8,0.8,0.8,240719,6,300899
30/03/2011,0.8,0.78,0.8,1764,5,2261
27/03/2011,0.79,0.78,0.78,796,3,1020
23/03/2011,0.82,0.82,0.82,9,2,11
17/03/2011,0.81,0.77,0.8,57149,10,71430
15/03/2011,0.79,0.77,0.79,860,4,1094
10/03/2011,0.8,0.79,0.8,80144,6,101442
08/03/2011,0.79,0.77,0.77,1362,11,1745
03/03/2011,0.78,0.78,0.78,8,1,10
02/03/2011,0.79,0.79,0.79,198,2,250
28/02/2011,0.79,0.79,0.79,608,6,770
27/02/2011,0.82,0.81,0.82,326,2,400
22/02/2011,0.8,0.8,0.8,160000,1,200000
20/02/2011,0.8,0.8,0.8,1200800,3,1501000
17/02/2011,0.81,0.79,0.81,1059,4,1311
14/02/2011,0.81,0.79,0.81,1734,8,2155
13/02/2011,0.82,0.81,0.82,408,2,500
08/02/2011,0.8,0.78,0.8,2351,9,2980
06/02/2011,0.83,0.81,0.82,16903,20,20500
01/02/2011,0.8,0.8,0.8,920,5,1150
31/01/2011,0.79,0.77,0.79,314,3,400
30/01/2011,0.77,0.77,0.77,238,1,309
26/01/2011,0.8,0.8,0.8,160,1,200
23/01/2011,0.8,0.78,0.8,1064,3,1350
20/01/2011,0.78,0.78,0.78,390,1,500
19/01/2011,0.8,0.8,0.8,720,3,900
18/01/2011,0.77,0.77,0.77,766,6,995
17/01/2011,0.79,0.77,0.77,6640,13,8470
16/01/2011,0.79,0.79,0.79,149,2,189
13/01/2011,0.79,0.79,0.79,237,3,300
12/01/2011,0.81,0.78,0.81,668,7,841
09/01/2011,0.8,0.8,0.8,36,1,45
29/12/2010,0.78,0.78,0.78,4,1,5
28/12/2010,0.81,0.77,0.81,2024,9,2607
27/12/2010,0.8,0.8,0.8,1600,4,2000
26/12/2010,0.8,0.8,0.8,1600,1,2000
22/12/2010,0.8,0.8,0.8,320,1,400
19/12/2010,0.8,0.78,0.8,2283,5,2860
14/12/2010,0.78,0.78,0.78,39,1,50
08/12/2010,0.82,0.8,0.81,5533121,14,6753978
06/12/2010,0.8,0.78,0.8,11379,15,14280
05/12/2010,0.81,0.81,0.81,81,1,100
02/12/2010,0.78,0.78,0.78,624,1,800
01/12/2010,0.79,0.79,0.79,158,2,200
29/11/2010,0.81,0.8,0.8,864,3,1080
25/11/2010,0.8,0.8,0.8,120,1,150
24/11/2010,0.82,0.81,0.82,3164,5,3900
23/11/2010,0.82,0.81,0.82,10353,11,12773
14/11/2010,0.81,0.81,0.81,24,1,30
10/11/2010,0.81,0.81,0.81,657,2,811
08/11/2010,0.81,0.79,0.81,7908,4,10010
04/11/2010,0.8,0.79,0.79,26344,11,33030
03/11/2010,0.81,0.81,0.81,486,2,600
01/11/2010,0.79,0.79,0.79,307,2,389
28/10/2010,0.81,0.81,0.81,405,1,500
27/10/2010,0.81,0.81,0.81,907,3,1120
24/10/2010,0.81,0.78,0.81,246,3,310
20/10/2010,0.8,0.79,0.79,5795,13,7250
19/10/2010,0.83,0.79,0.83,1150,11,1443
18/10/2010,0.8,0.8,0.8,78,1,97
14/10/2010,0.82,0.82,0.82,41,3,50
10/10/2010,0.82,0.82,0.82,164,2,200
07/10/2010,0.8,0.8,0.8,400,1,500
06/10/2010,0.8,0.8,0.8,1920,1,2400
05/10/2010,0.82,0.8,0.8,4921682,10,6002100
03/10/2010,0.83,0.81,0.83,1238,3,1510
30/09/2010,0.82,0.8,0.82,285,4,350
29/09/2010,0.8,0.79,0.8,1737,15,2175
27/09/2010,0.82,0.82,0.82,9594,4,11700
26/09/2010,0.82,0.81,0.82,17079,9,20835
23/09/2010,0.82,0.82,0.82,164,1,200
22/09/2010,0.82,0.8,0.82,9623,9,11870
21/09/2010,0.82,0.81,0.82,860,7,1052
20/09/2010,0.82,0.82,0.82,119,2,145
19/09/2010,0.8,0.8,0.8,668,1,835
16/09/2010,0.83,0.83,0.83,191,2,230
15/09/2010,0.82,0.82,0.82,1640,2,2000
13/09/2010,0.83,0.82,0.82,2000,10,2430
08/09/2010,0.81,0.8,0.81,2015,6,2500
06/09/2010,0.84,0.83,0.83,1005,3,1210
05/09/2010,0.8,0.8,0.8,256,1,320
02/09/2010,0.8,0.8,0.8,832,6,1040
01/09/2010,0.84,0.82,0.82,427,3,520
31/08/2010,0.8,0.8,0.8,220,1,275
29/08/2010,0.81,0.81,0.81,1118,4,1380
26/08/2010,0.82,0.82,0.82,1640,2,2000
24/08/2010,0.82,0.82,0.82,2,1,2
23/08/2010,0.79,0.78,0.79,158,2,202
19/08/2010,0.82,0.82,0.82,414,5,505
18/08/2010,0.81,0.79,0.79,16156,15,20260
17/08/2010,0.84,0.82,0.82,1441,10,1750
16/08/2010,0.86,0.82,0.86,7292,15,8850
15/08/2010,0.86,0.82,0.86,1701,12,2050
12/08/2010,0.89,0.82,0.86,34043,24,40691
11/08/2010,0.85,0.85,0.85,425,1,500
09/08/2010,0.85,0.85,0.85,425,2,500
08/08/2010,0.83,0.83,0.83,6225,6,7500
05/08/2010,0.84,0.83,0.83,6315,6,7599
04/08/2010,0.83,0.83,0.83,7636,1,9200
03/08/2010,0.83,0.83,0.83,208,1,250
02/08/2010,0.83,0.81,0.81,1085,5,1339
01/08/2010,0.84,0.84,0.84,42,1,50
29/07/2010,0.81,0.81,0.81,243,2,300
28/07/2010,0.83,0.83,0.83,166,1,200
27/07/2010,0.83,0.83,0.83,2573,2,3100
26/07/2010,0.84,0.82,0.82,1677,10,2035
22/07/2010,0.86,0.86,0.86,1036,5,1205
15/07/2010,0.9,0.9,0.9,216,2,240
14/07/2010,0.9,0.89,0.9,267,3,300
12/07/2010,0.89,0.89,0.89,9,1,10
08/07/2010,0.87,0.85,0.87,958,4,1125
07/07/2010,0.85,0.85,0.85,340,5,400
06/07/2010,0.88,0.82,0.88,588,4,715
05/07/2010,0.86,0.85,0.85,1755,9,2059
04/07/2010,0.9,0.89,0.89,893,4,1000
01/07/2010,0.88,0.85,0.88,2,2,2
30/06/2010,0.88,0.85,0.85,35379,4,40210
29/06/2010,0.9,0.86,0.86,54731,3,60845
28/06/2010,0.89,0.89,0.89,8900,1,10000
27/06/2010,0.86,0.86,0.86,473,4,550
24/06/2010,0.87,0.85,0.87,16819,7,19650
23/06/2010,0.89,0.89,0.89,11704,8,13150
20/06/2010,0.92,0.92,0.92,92,1,100
16/06/2010,0.9,0.88,0.88,4460,4,5000
15/06/2010,0.88,0.88,0.88,352,2,400
13/06/2010,0.92,0.92,0.92,92000,1,100000
10/06/2010,0.92,0.92,0.92,460,1,500
08/06/2010,0.93,0.88,0.93,93176,2,100200
07/06/2010,0.91,0.9,0.9,82135,3,91250
03/06/2010,0.9,0.9,0.9,234,1,260
01/06/2010,0.9,0.9,0.9,1620,3,1800
24/05/2010,0.94,0.91,0.94,10198,2,11200
20/05/2010,0.95,0.9,0.9,641,4,700
18/05/2010,0.94,0.94,0.94,658,2,700
17/05/2010,0.96,0.92,0.96,1135,3,1201
16/05/2010,0.96,0.95,0.96,191,2,201
13/05/2010,0.95,0.94,0.95,5668,6,6019
12/05/2010,0.95,0.93,0.94,654,4,700
11/05/2010,0.95,0.93,0.93,5777,5,6100
09/05/2010,0.95,0.95,0.95,561,2,590
06/05/2010,0.97,0.97,0.97,10,1,10
05/05/2010,0.95,0.95,0.95,1017,4,1070
04/05/2010,0.96,0.95,0.96,2576,6,2699
03/05/2010,0.95,0.95,0.95,190,1,200
02/05/2010,0.96,0.94,0.96,189,2,201
29/04/2010,0.95,0.95,0.95,950,3,1000
27/04/2010,0.97,0.97,0.97,24,1,25
26/04/2010,0.97,0.96,0.97,16283,6,16949
25/04/2010,0.95,0.95,0.95,294,2,309
22/04/2010,0.97,0.96,0.97,16456,11,16970
21/04/2010,0.99,0.91,0.95,10110,19,10590
20/04/2010,0.95,0.95,0.95,6365,8,6700
19/04/2010,0.96,0.94,0.95,5253,3,5550
15/04/2010,0.96,0.96,0.96,4290,12,4469
14/04/2010,0.96,0.94,0.95,904995,20,952646
13/04/2010,0.97,0.97,0.97,5403,3,5570
11/04/2010,0.97,0.94,0.97,3320,9,3500
08/04/2010,0.96,0.92,0.96,5177,10,5505
07/04/2010,0.93,0.92,0.92,5120,10,5560
06/04/2010,0.96,0.96,0.96,192,3,200
05/04/2010,0.94,0.92,0.94,2959,12,3188
04/04/2010,0.91,0.89,0.9,6791,14,7591
01/04/2010,0.93,0.91,0.93,921,7,1011
31/03/2010,0.93,0.93,0.93,2790,4,3000
29/03/2010,0.97,0.96,0.97,66694,30,69275
28/03/2010,1.02,1,1,6089,4,6085
25/03/2010,1.01,0.99,1.01,1504,6,1509
24/03/2010,1.02,0.99,1,114638,32,113628
23/03/2010,1,0.96,1,62465,31,64590
22/03/2010,1,0.98,1,5074,10,5140
21/03/2010,1.02,1.02,1.02,119587,30,117242
18/03/2010,0.98,0.96,0.98,73289,49,75100
17/03/2010,0.98,0.94,0.94,20038,11,20550
16/03/2010,0.95,0.95,0.95,6650,3,7000
15/03/2010,0.96,0.94,0.94,11086,13,11560
14/03/2010,0.95,0.95,0.95,10707,16,11270
11/03/2010,0.95,0.95,0.95,190,1,200
10/03/2010,0.95,0.94,0.95,10018,10,10550
09/03/2010,0.95,0.95,0.95,48,1,50
08/03/2010,0.94,0.94,0.94,2444,9,2600
07/03/2010,0.94,0.94,0.94,2124,2,2260
04/03/2010,0.95,0.94,0.95,2473,12,2630
03/03/2010,0.94,0.93,0.94,3558,9,3810
02/03/2010,0.93,0.92,0.92,2410,5,2617
01/03/2010,0.94,0.91,0.94,14302,17,15500
28/02/2010,0.9,0.9,0.9,270,2,300
25/02/2010,0.93,0.93,0.93,1860,1,2000
24/02/2010,0.93,0.9,0.93,2453,8,2660
23/02/2010,0.95,0.93,0.93,2832,7,3040
22/02/2010,0.94,0.93,0.93,2280,7,2450
18/02/2010,0.95,0.93,0.95,6217,8,6670
17/02/2010,0.96,0.93,0.95,18754,38,19848
16/02/2010,0.94,0.9,0.94,67132,38,74436
15/02/2010,0.9,0.89,0.9,240091,16,267850
14/02/2010,0.9,0.9,0.9,6654,14,7393
11/02/2010,0.91,0.89,0.91,1801,6,2001
10/02/2010,0.9,0.9,0.9,3912,9,4347
09/02/2010,0.9,0.89,0.9,4629,4,5201
08/02/2010,0.89,0.89,0.89,445,1,500
07/02/2010,0.89,0.87,0.87,32858,33,36950
04/02/2010,0.86,0.85,0.85,1408,2,1650
03/02/2010,0.86,0.86,0.86,688,2,800
02/02/2010,0.89,0.88,0.89,51076,24,57400
01/02/2010,0.89,0.89,0.89,445,1,500
31/01/2010,0.9,0.87,0.87,19705,12,22010
28/01/2010,0.89,0.89,0.89,178,4,200
27/01/2010,0.89,0.85,0.89,16621,22,18682
26/01/2010,0.89,0.88,0.88,27485,16,31130
25/01/2010,0.89,0.89,0.89,445,1,500
24/01/2010,0.89,0.88,0.89,13717,21,15420
21/01/2010,0.91,0.89,0.89,10328,7,11422
20/01/2010,0.89,0.88,0.89,1065,2,1200
19/01/2010,0.9,0.89,0.9,2672,7,3002
